meanR,meanG,meanB,meanS,meanV,stdR,stdG,stdB,stdS,stdV,clase
2.6954,6.8028,11.9911,73.9294,97.3964,12.3638,29.2824,50.8731,51.2843,48.7225,fuego
0.25051,0.747379,1.137295,123.983838,124.276259,3.514741,9.484279,16.151095,77.892343,74.897725,fuego
0.991667,2.628663,6.442006,161.515946,110.978924,6.178716,22.962154,39.036767,54.489125,72.468787,fuego
6.568697,12.472958,9.499889,97.758948,119.941383,11.93279,19.161694,25.566265,53.950559,53.576639,no_fuego
2.9622,3.3167,3.3174,157.8921,154.1185,9.9484,11.0891,11.1776,70.7112,83.3751,no_fuego
14.796417,30.909435,69.972853,162.04487,140.495426,23.18119,47.604022,109.851405,66.271289,79.611679,fuego
1.105646,3.057497,6.228245,83.500582,91.02567,5.443361,15.920504,32.044557,55.3569,52.342094,fuego
47.8016,47.0689,42.0965,99.041,114.4992,70.8938,69.6722,63.224,64.1795,50.5576,humo
0.7538,1.2544,2.3429,46.0888,69.9572,7.4368,12.1361,22.4965,52.9094,35.0412,fuego
34.0097,37.4546,40.6546,64.8349,114.1063,52.6501,58.291,63.7149,47.0846,44.4417,humo
2.497708,3.482588,5.791877,148.915394,110.408864,11.39815,17.199486,14.669171,75.719829,68.852649,no_fuego
7.065,12.3995,11.3359,76.4371,105.902,13.4911,23.264,21.3468,58.6474,55.8625,no_fuego
4.07602,5.647816,5.532279,78.350024,120.068536,10.091833,17.903786,16.543052,59.037937,52.54238,no_fuego
13.621477,13.484972,10.61649,84.350002,87.161126,42.615375,41.969585,43.681435,61.162913,58.341386,humo
10.713,11.8848,14.1468,146.7991,110.9185,37.4985,41.3993,49.0808,58.282,86.1264,humo
9.8804,17.1827,30.527,128.1007,155.793,26.525,45.5457,79.8699,45.9288,64.1125,fuego
2.642534,3.408258,3.70747,112.182436,142.847336,9.039707,11.7344,12.238208,76.231322,64.416249,no_fuego
3.2406,3.934,8.5514,68.6616,144.1184,17.0638,21.1117,44.9445,47.5432,61.0673,fuego
34.467443,37.745405,41.115129,64.960772,114.132567,52.67843,58.521964,64.065921,47.431712,45.678082,humo
1.2009,1.6939,2.1842,155.763,97.5058,11.4088,16.1431,20.7348,47.4695,76.768,humo
0.0827,0.1062,0.1378,35.2024,115.6565,1.9204,2.4331,3.0906,26.4201,37.5559,no_fuego
1.447263,4.170844,3.711062,119.626102,132.369652,7.257753,17.471677,33.831271,63.584943,49.175146,fuego
13.182552,13.529868,15.337129,74.024279,95.644661,41.198036,40.800676,42.963792,47.179304,52.218614,humo
1.925614,3.311563,5.296023,89.463276,124.025857,12.212235,16.826266,37.305598,46.04379,64.601577,fuego
5.3587,4.7242,5.6891,73.9294,97.3964,13.6724,12.2255,14.7632,51.2843,48.7225,no_fuego
2.614163,4.190675,7.37049,77.170225,101.489275,12.200891,22.510178,41.592911,47.856625,52.728575,fuego
1.119497,1.218418,2.124397,150.942068,104.824641,10.669694,14.981994,14.224783,59.789559,73.906313,humo
0.224,0.6035,1.1037,115.1817,123.9638,3.3438,8.7369,15.6617,58.6338,74.5851,fuego
0.3856,0.6498,1.0171,130.494,140.3401,2.7604,4.5039,6.8745,62.0417,58.3072,no_fuego
1.4352,1.8535,2.1061,146.8897,156.5165,7.4793,9.7576,11.2642,52.6483,57.0102,no_fuego
9.6885,12.9181,13.1103,46.331,69.9994,15.5352,20.2958,20.7435,53.3218,35.3242,no_fuego
2.601068,4.660123,4.519706,63.010535,114.702545,11.819464,15.976447,16.365295,41.024816,54.132027,no_fuego
0.353012,0.429546,0.764329,50.699521,71.746589,4.475739,8.988233,18.253722,62.366549,47.844928,fuego
3.133595,9.065198,2.955283,113.021922,137.683972,10.550538,17.458433,18.047104,45.464835,66.233421,no_fuego
0.000347,0.00826,0.005822,36.012035,116.132843,0.380598,0.871712,0.2572,27.306482,45.118065,fuego
103.145,109.0897,116.6668,46.2556,139.3746,69.5417,73.4358,78.372,38.6166,55.5049,humo
5.636805,8.697989,8.465649,93.811296,124.41226,12.068816,19.439012,19.478716,57.138665,63.441279,no_fuego
34.4995,37.9452,41.1586,65.0837,114.2154,53.4015,59.0402,64.4661,47.6567,45.9011,humo
6.214832,13.385742,21.894903,141.706792,108.686872,20.426609,39.51233,69.113113,48.374438,79.147763,fuego
2.5948,4.1425,4.2339,65.0837,114.2154,9.9589,16.1529,16.3995,47.6567,45.9011,no_fuego
20.9016,19.8805,24.413,120.1561,90.366,45.5262,43.1571,53.874,57.183,56.8849,humo
7.188441,10.541353,12.586847,49.081524,81.698849,15.124845,13.515813,20.716834,51.900824,44.517996,no_fuego
12.1347,18.3288,18.6556,83.2215,91.1969,17.3485,26.696,27.5405,43.7253,52.4831,no_fuego
1.9262,3.7842,6.6531,83.5088,91.2369,11.4457,22.5458,39.015,43.9618,52.8962,fuego
6.9061,9.9882,8.8721,117.265,125.1562,13.8588,20.5774,18.4501,50.9083,58.6559,no_fuego
6.024936,5.369905,7.72886,75.082898,97.598166,14.536493,14.779958,19.701258,51.539531,53.64545,no_fuego
61.109157,64.495459,68.495277,74.863216,131.499469,76.37773,77.409759,79.658069,60.602426,56.424496,humo
2.2328,4.7543,7.9688,86.419,81.7183,12.3475,25.2546,41.8266,66.1498,65.7869,fuego
9.7977,24.864,52.2148,129.8727,141.8745,20.964,48.5191,98.3367,75.9771,70.613,fuego
4.668426,7.42366,7.550355,147.800785,112.413086,11.70421,17.477748,18.942159,63.114996,70.580308,no_fuego
10.991835,24.995162,58.328908,139.004216,145.582641,21.751505,46.220655,98.708948,74.941319,63.51908,fuego
23.5574,28.2834,30.9977,139.4312,124.5681,52.2654,62.2664,68.2324,78.1255,76.0356,humo
0.6662,0.8508,1.1775,193.702,136.4385,8.5694,11.0553,15.1049,38.9437,77.9597,humo
9.864175,17.991492,32.485794,139.867447,158.191756,24.559769,46.311419,80.677443,45.789616,60.578445,fuego
34.4937,37.1189,37.084,100.8912,118.2937,57.8424,62.0141,62.1931,73.5092,69.5621,humo
3.115959,10.888039,14.201878,98.223087,112.153072,10.591544,36.619397,61.694635,64.722817,64.69538,fuego
0.037215,0.304224,0.214196,154.209716,106.536711,1.600754,2.207753,3.805442,49.754939,77.868634,humo
1.902209,2.781878,3.520616,141.167944,121.616755,8.49918,8.954188,13.411354,76.1336,65.015798,no_fuego
0.0057,0.0072,0.0104,240.9567,134.9181,0.7992,1.002,1.4457,20.9734,54.7593,humo
7.925185,11.867221,11.671629,74.51372,97.600502,14.892103,18.365035,21.474637,51.659418,52.128736,no_fuego
0.601941,1.474994,2.649882,50.129389,77.552974,6.896433,13.339993,23.70435,56.470402,45.111548,fuego
2.503954,5.658175,14.101742,192.762692,131.705011,19.189551,24.678224,54.526731,43.238335,65.880497,fuego
34.091241,37.446446,40.591816,65.079968,114.100452,52.507175,58.014394,63.997729,46.910151,45.350148,humo
5.390838,9.951731,8.575092,91.190351,125.765485,13.389676,20.108188,22.616836,49.478522,60.277819,no_fuego
9.4099,14.1451,14.3556,89.0852,122.7403,16.4892,25.496,25.7428,43.9298,62.9865,no_fuego
3.261507,13.361678,29.430626,134.614256,95.986488,13.979646,36.204523,78.504765,82.447177,71.032568,fuego
23.30362,26.775933,26.971498,136.337046,117.185848,49.493996,60.696453,58.929813,74.943349,62.868966,humo
0.0003,0.0005,0.0009,242.5399,135.5461,0.0753,0.1119,0.2053,19.3473,54.903,no_fuego
0.424035,1.168672,2.394701,81.45602,120.447313,5.477298,10.713694,20.536004,57.551166,55.308552,fuego
0.0132,0.0205,0.0243,208.9329,133.0103,1.1521,1.7864,2.1158,22.9063,41.3367,humo
1.838,1.5625,1.4765,156.7275,112.8514,7.9127,6.6675,6.7512,82.2596,62.527,no_fuego
12.005282,18.220729,18.495727,83.611844,91.263145,17.199547,26.553448,27.272231,44.050435,53.543872,no_fuego
3.1015,5.2408,5.9711,80.9084,132.892,9.8812,16.4032,18.4925,59.5987,56.6174,no_fuego
5.491361,10.090855,10.155925,91.049373,126.319831,12.549943,22.962174,24.728526,49.082214,62.731137,no_fuego
1.431616,5.574104,5.691938,152.756762,109.278016,4.561262,8.048178,12.658586,49.151214,87.701235,no_fuego
1.61866,2.661654,2.443165,144.189423,156.735691,8.133779,11.303462,11.653963,59.306079,58.187568,no_fuego
1.924149,3.782936,6.676313,83.611844,91.263145,11.433308,22.507643,39.212646,44.050435,53.543872,fuego
26.3832,31.9036,35.2094,115.1817,123.9638,54.4115,65.3803,72.1342,58.6338,74.5851,humo
4.562682,13.532213,34.937078,147.386342,118.264751,13.300297,36.097457,71.84975,62.201086,65.654511,fuego
8.2716,14.4341,25.342,134.4291,113.2374,24.2953,41.5638,71.765,48.4629,81.6537,fuego
6.4896,9.4281,7.159,58.5919,110.3672,12.368,18.2237,14.2937,47.6351,53.5505,no_fuego
34.529763,43.117709,41.637342,110.090669,139.473046,63.139521,66.510309,66.727746,77.110777,69.092835,humo
99.256064,96.807713,105.612392,42.050777,142.012874,69.498293,73.690414,82.284765,33.135254,56.225337,humo
3.358,5.3563,5.4822,81.8342,119.5191,10.0144,15.2417,16.2876,52.2433,51.1534,no_fuego
1.098452,4.829934,9.370715,218.66452,134.737093,5.823077,24.953273,45.354801,21.137157,54.057019,fuego
5.7266,8.8395,9.1995,99.142,118.6344,11.6204,19.0948,19.5324,60.8449,52.4689,no_fuego
73.2457,77.043,82.5604,53.9629,146.4633,80.2845,82.4746,86.7289,39.3925,66.5506,humo
14.5313,14.1726,14.1674,46.331,69.9994,35.9297,35.0422,35.2352,53.3218,35.3242,humo
49.838461,51.556087,49.694485,95.570216,106.500869,70.913697,70.040726,63.727029,63.043333,52.651457,humo
5.524,8.5588,8.4649,90.686,124.9866,12.5037,19.7952,19.4072,48.8153,67.7652,no_fuego
1.0349,4.4435,7.8203,197.3886,97.2504,6.3522,23.9776,41.6608,46.5364,90.5683,fuego
0.9417,4.4379,8.8255,208.9329,133.0103,5.7679,22.7108,43.5219,22.9063,41.3367,fuego
1.100531,1.316967,3.141812,45.59732,149.454433,8.063645,13.360305,25.195625,35.29966,47.484011,fuego
0.0038,0.0051,0.0073,242.5399,135.5461,0.6471,0.8615,1.2149,19.3473,54.903,humo
9.973937,14.297648,17.755694,141.022573,157.847666,31.791258,41.069769,52.472639,50.162016,59.333691,humo
4.374,7.5944,6.8311,73.4885,127.5654,11.0394,18.8199,16.8391,62.3442,54.0623,no_fuego
8.537506,10.69632,14.080522,83.500582,91.02567,24.266424,26.00152,30.78372,55.3569,52.342094,humo
1.082135,2.562977,2.337757,141.022573,157.847666,5.605974,7.864924,12.432197,50.162016,59.333691,no_fuego
2.1,4.0105,6.5513,65.2734,117.9302,12.6498,23.4925,38.1878,37.5235,66.0332,fuego
40.1702,39.284,41.0468,77.1078,105.5429,66.3404,64.7834,67.1776,52.7666,55.9734,humo
22.393754,27.950637,33.402036,123.295601,128.511332,52.574404,60.596129,70.605398,46.340097,71.126893,humo
9.1159,14.9835,27.6381,102.8812,142.4366,25.4271,41.875,76.2712,43.4097,68.0132,fuego
8.4411,8.0048,8.8157,146.8897,156.5165,31.431,29.4225,32.5025,52.6483,57.0102,humo
0,0,0,99.3065,66.2153,0,0,0,51.03,46.7369,humo
3.778956,6.12358,12.998472,121.550565,117.43664,12.292252,34.930873,52.538549,54.15608,57.261073,fuego
29.883812,26.641364,33.319745,120.661199,146.11001,53.674673,53.371998,69.707382,44.100107,67.271278,humo
37.702977,37.695045,47.567854,105.003838,127.641967,56.672523,64.777391,71.373478,56.422519,49.1545,humo
58.924688,65.697782,70.395799,81.45602,120.447313,64.550716,75.389337,79.809123,57.551166,55.308552,humo
7.1909,7.4979,8.0103,86.419,81.7183,12.6612,13.0714,14.1264,66.1498,65.7869,no_fuego
79.8285,79.9682,80.4456,76.1323,135.9669,71.0027,70.6966,71.0105,77.1696,51.6304,humo
26.701169,28.811841,25.386351,119.85844,92.733274,49.133951,46.478744,55.060029,63.154751,53.250063,humo
0.8243,1.2646,1.1337,62.788,158.0275,5.732,8.897,7.9924,44.4217,50.0069,no_fuego
30.560905,36.638178,35.838342,106.529873,125.434266,55.233555,65.310361,71.574294,50.087863,70.677621,humo
5.3249,6.6908,7.2596,92.3344,86.7558,12.3688,15.6403,16.8851,65.8001,61.7924,no_fuego
64.8604,63.4186,65.5872,58.5919,110.3672,67.6259,65.2895,67.4341,47.6351,53.5505,humo
1.4397,2.6224,4.2062,67.1685,113.9053,10.7416,19.1005,30.4955,54.1259,54.3376,fuego
17.8036,18.6322,20.0285,129.8727,141.8745,43.4903,45.3207,49.0521,75.9771,70.613,humo
36.952853,41.709197,43.139427,68.382151,141.896066,55.617035,61.82972,66.605819,47.153555,55.184776,humo
1.6431,3.0639,3.6926,139.4312,124.5681,7.0821,12.2593,14.7554,78.1255,76.0356,no_fuego
3.699531,2.921072,2.685715,64.017688,95.763846,11.549022,11.016158,12.64227,62.104851,51.213946,no_fuego
1.365169,4.585933,6.423522,91.049373,126.319831,7.779586,22.704858,36.746726,49.082214,62.731137,fuego
1.902083,3.356645,7.538191,112.431286,86.374502,13.43307,20.765997,31.323838,59.660518,57.481782,fuego
51.3204,50.6162,49.39,54.9279,84.3056,65.0455,64.1491,62.8385,64.1818,52.0279,humo
3.764873,3.530999,3.137297,50.919405,137.479515,11.448655,10.995923,11.153686,39.380838,65.723818,no_fuego
2.4861,3.9454,4.0527,64.8349,114.1063,9.8601,15.8872,16.2251,47.0846,44.4417,no_fuego
1.6915,3.5145,5.8169,40.632,169.5722,11.2692,21.9599,35.9759,44.5224,63.3442,fuego
9.782415,16.605718,41.163144,113.864696,145.002133,19.21511,43.165254,90.72135,77.728483,70.059959,fuego
11.526493,17.640257,16.870871,89.470608,67.915595,15.32458,21.787926,22.247397,44.968538,53.164015,no_fuego
2.7429,5.2654,8.2103,120.1561,90.366,14.4187,26.9225,41.9104,57.183,56.8849,fuego
3.123387,4.22934,4.881391,65.162951,115.260858,10.440962,14.990966,15.971243,39.008035,63.76652,no_fuego
2.280589,2.983338,2.708564,43.071622,160.092395,8.556846,13.054605,11.577828,40.279298,61.646017,no_fuego
0.500753,0.279786,1.08113,182.775216,152.171926,2.542627,5.696293,5.95513,35.857109,58.247486,no_fuego
7.041555,12.414506,23.582421,126.326702,114.198683,18.969394,38.285717,61.262707,48.692674,68.656534,fuego
4.132036,5.904509,7.074142,108.377181,116.687856,10.928372,18.102173,18.918287,61.986418,48.88941,no_fuego
3.4035,12.256,23.9229,147.0218,121.5926,11.5259,37.2654,71.1199,72.6366,63.4907,fuego
5.9851,12.6649,21.7653,155.763,97.5058,19.7292,39.1228,65.8181,47.4695,76.768,fuego
2.829192,3.425053,2.271055,53.473158,144.894804,10.482297,8.718478,7.710068,44.969249,64.148384,no_fuego
2.076298,0.618438,2.807143,67.025379,143.767131,7.665787,6.164053,9.648901,39.958796,59.099193,no_fuego
10.8,10.2594,10.3231,92.3344,86.7558,35.2512,33.2561,33.6912,65.8001,61.7924,humo
83.0042,87.6322,104.9676,41.3555,145.9562,69.0204,73.9474,89.6979,19.8026,56.4914,humo
8.491582,12.384053,9.635451,60.813447,74.722431,13.674988,17.54245,15.545443,51.761221,45.746781,no_fuego
2.4856,7.1129,13.5708,90.7142,102.6969,10.4187,28.7658,53.5511,64.4493,62.3731,fuego
5.3696,10.1032,10.2283,91.3463,126.8077,13.3904,24.8514,24.8814,49.9844,56.4554,no_fuego
2.2239,5.9689,10.6895,130.1374,111.6971,10.8744,27.5001,48.587,64.6558,56.5966,fuego
1.9191,3.7747,6.713,84.0162,91.2932,11.3998,22.4455,39.2515,44.3908,53.5475,fuego
3.5695,10.0502,17.2446,92.3344,86.7558,12.9969,35.8705,60.9061,65.8001,61.7924,fuego
0.8669,1.4709,2.0313,76.1323,135.9669,4.5814,7.066,9.6474,77.1696,51.6304,no_fuego
12.039,18.2366,18.5494,83.5088,91.2369,17.2371,26.6053,27.4194,43.9618,52.8962,no_fuego
4.715361,5.734141,6.009362,125.34327,114.102513,10.805569,15.99644,19.191501,49.418576,77.658893,no_fuego
0.57865,1.222797,1.977958,46.283683,139.356966,6.421188,13.108348,20.910598,38.629981,55.504644,fuego
12.1269,12.3531,12.4973,126.2388,93.9434,40.7289,41.2244,41.703,97.6194,89.4137,humo
2.5088,2.8575,3.6666,134.4291,113.2374,17.2837,19.9826,25.4944,48.4629,81.6537,humo
1.4443,1.5574,1.7895,157.8921,154.1185,12.4687,13.4999,15.8589,70.7112,83.3751,humo
4.3461,7.5587,6.85,73.3048,127.4349,11.0566,18.8672,17.005,61.659,52.9799,no_fuego
6.671889,7.147912,7.815548,86.269761,82.007893,12.411427,12.851966,13.434144,58.705471,64.996788,no_fuego
5.924433,11.025339,8.090004,85.174525,94.935687,12.951717,20.98443,16.995809,61.231772,59.219431,no_fuego
4.3202,7.2273,7.802,130.1374,111.6971,11.0095,18.4752,19.4249,64.6558,56.5966,no_fuego
12.383923,31.586385,65.911161,146.870872,156.41585,24.206502,44.703409,110.302431,69.466349,68.215987,fuego
5.482771,6.320461,6.942083,85.727512,118.624218,11.672968,17.893067,17.650062,50.627086,78.683177,no_fuego
2.0139,3.7162,4.1465,128.1007,155.793,7.9531,14.2014,15.9858,45.9288,64.1125,no_fuego
0.875787,1.480211,2.074516,76.129846,135.909781,4.583056,7.070519,9.675912,77.173722,51.586217,no_fuego
58.976619,53.26657,57.06074,63.865098,124.215359,69.503049,72.417493,74.770366,38.404995,56.333104,humo
35.121884,37.311367,40.511096,69.218239,113.829453,61.262206,59.61542,65.328929,47.776617,51.966356,humo
0.8821,1.5026,2.0909,76.1259,135.908,4.5864,7.1019,9.7615,77.1771,51.1802,no_fuego
4.370267,7.588526,6.837776,73.441902,127.529649,11.044115,18.825897,16.859589,61.970114,54.009408,no_fuego
4.3571,7.5775,6.8432,73.3712,127.4871,11.046,18.8565,16.9367,61.9299,53.4213,no_fuego
0.0008,0.0011,0.0022,240.9567,134.9181,0.1403,0.1885,0.3421,20.9734,54.7593,no_fuego
74.1828,74.5979,75.6915,73.3712,127.4871,76.6743,77.5768,80.4125,61.9299,53.4213,humo
